DATAFLOW,LAST UPDATE,freq,unit,sex,age,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Latvia,2009,17.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Latvia,2010,19.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Latvia,2011,16.2,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Latvia,2012,15.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Latvia,2013,11.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Latvia,2014,10.8,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Latvia,2015,9.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Latvia,2016,9.6,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Latvia,2017,8.7,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Latvia,2018,7.4,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Latvia,2019,6.3,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Latvia,2020,8.1,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Latvia,2021,7.6,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Latvia,2022,6.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Latvia,2023,6.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2005,6.9,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2006,6.8,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2007,6.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2008,6.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2009,6.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2010,6.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2011,6.4,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2012,6.2,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2013,6.1,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2014,5.7,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2015,5.4,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2016,4.7,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2017,4.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2018,4.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2019,4.1,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2020,4.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2021,3.8,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2022,3.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Malta,2023,3.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2005,5.9,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2006,5.0,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2007,4.2,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2008,3.7,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2009,4.4,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2010,5.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2011,5.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2012,5.8,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2013,7.3,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2014,7.4,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2015,6.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2016,6.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2017,4.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2018,3.8,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2019,3.4,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2020,3.8,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2021,4.2,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2022,3.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Netherlands,2023,3.6,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2005,17.8,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2006,13.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2007,9.6,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2008,7.1,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2009,8.2,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2010,9.7,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2011,9.7,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2012,10.1,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2013,10.3,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2014,9.0,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2015,7.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2016,6.2,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2017,4.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2018,3.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2019,3.2,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2020,3.2,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2021,3.4,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2022,2.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Poland,2023,2.8,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2005,7.7,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2006,7.8,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2007,8.1,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2008,7.7,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2009,9.6,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2010,11.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2011,12.9,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2012,15.8,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2013,16.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2014,14.1,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2015,12.6,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2016,11.2,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2017,9.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2018,7.1,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2019,6.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2020,6.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2021,6.7,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2022,6.2,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Portugal,2023,6.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2005,7.2,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2006,7.3,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2007,6.4,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2008,5.8,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2009,6.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2010,7.0,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2011,7.2,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2012,6.8,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2013,7.1,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2014,6.8,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2015,6.8,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2016,5.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2017,4.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2018,4.2,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2019,3.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2020,5.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2021,5.6,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2022,5.6,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Romania,2023,5.6,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2005,7.5,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2006,7.1,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2007,6.2,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2008,6.2,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2009,8.4,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2010,8.6,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2011,7.8,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2012,8.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2013,8.1,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2014,8.0,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2015,7.4,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2016,7.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2017,6.7,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2018,6.4,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2019,6.8,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2020,8.3,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2021,8.9,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2022,7.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Sweden,2023,7.7,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2005,6.5,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2006,6.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2007,4.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2008,4.4,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2009,5.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2010,7.3,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2011,8.2,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2012,8.9,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2013,10.1,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2014,9.7,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2015,9.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2016,8.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2017,6.6,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2018,5.1,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2019,4.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2020,5.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2021,4.8,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2022,4.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovenia,2023,3.7,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2005,16.3,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2006,13.4,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2007,11.1,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2008,9.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2009,12.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2010,14.4,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2011,13.6,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2012,14.0,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2013,14.2,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2014,13.2,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2015,11.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2016,9.7,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2017,8.1,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2018,6.5,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2019,5.8,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2020,6.7,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2021,6.8,b,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2022,6.1,,
ESTAT:TEPSR_WC170(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 74 years,All ISCED 2011 levels,Slovakia,2023,5.8,,
